DIDELE 	 d'""id'el'e:
VISI 	 v'is'""i
BERŽAI 	 b'e.r.Z^ai
SUPUVO 	 sup""uvo:
DĖDĖ 	 d'^E:d'E:
KERŠTU 	 k'e.r.St""u
DEGA 	 d'^e:ga
MERGOS 	 m'e.r.g^o:s
NAGAI 	 nag^ai
PAJUODO 	 paj^uodo:
VAIKAS 	 v^aikas
PĄNAGE 	 p^a:nag'e:
SUSIŽEIDĖ 	 sus'""iZ'eid'E:
PREKĖS 	 p'r'^e:k'E:s
KAINA 	 k""aina
PER 	 p'e.^r.
DIDELĖ 	 d'""id'el'E:
LAIVAS 	 l^aivas
INKARĄ 	 i.^N.kara:
IŠMETĖ 	 ""iS'm'et'E:
DĖDĖ 	 d'^E:d'E:
KINKO 	 k'i.^N.ko:
ŽIRGĄ 	 Z'""i.r.ga:
ARKLYS 	 a.r.'kl'^i:s
DINGO 	 d'i.^N.go:
ŠENDIEN 	 S'e.^n.'d'ien
VAIKAS 	 v^aikas
GUDRUS 	 gudr""us
PASIRODO 	 pas'ir""o:do:
PALTUS 	 p""a.l.tus
DEGUTU 	 d'egut""u
SUTEPĖ 	 s""ut'ep'E:
DĖDĖ 	 d'^E:d'E:
SARGU 	 s""a.r.gu
PASITIKI 	 pas'""it'ik'i
VAIKAMS 	 vaik""a.m.s
EMBLEMA 	 e.m.'b'l'em""a
PATIKO 	 pat'""iko:
MŪSŪ 	 m""u:su:
KEMPINĖ 	 k'e.m.'p'""in'E:
PRASTA 	 prast""a
KAIMYNO 	 kaim'""i:no:
ŽEMDIRBYS 	 Z'e.m.'d'i.r.'b'^i:s
ATVYKO 	 at'v'^i:ko:
VAIKUS 	 vaik""us
DUSULYS 	 dusul'^i:s
KANKINA 	 ka.N.'k'""ina
BĖGDAMAS 	 b'""E:gdamas
UŽDUSAU 	 uZdus^au
SMARKEI 	 sma.^r.'k'ei
BERNIUKAS 	 b'e.r.'n'""iukas
WW 	 ww
ĄTVAIZDU 	 ^a:tvaizdu
PUIKUOJASI 	 puik""uojas'i
WW 	 ww
ŽVEJŪ 	 Z'v'ej^u:
TINKLAI 	 t'i.N.kl^ai
SUPAINIOTI 	 sup""ain'io:t'i
IŠ 	 ""iS
ČE 	 tS'""e
DINGAU 	 d'i.N.g^au
GREITAI 	 gr'^eitai
KRŪMAS 	 kr""u:mas
WW 	 ww
VEŠLUS 	 v'eSl""us
AUGA 	 ""auga
GREIT 	 gr'^eit
ATVEDU 	 ""at'v'edu
ARKLIUS 	 ""a.r.'kl'ius
VAIKAS 	 v^aikas
GERVE 	 g'""e.r.'v'e
DŽEUGĖSI 	 dZ'^eug'E:s'i
ŽIEMĄ 	 Z'^iema:
TEMDAVO 	 t'""e.m.davo:
GREITAI 	 gr'^eitai
GREIČEU 	 gr'eitS'^eu
SEMK 	 s'""e.m.k
VANDENY 	 v""a.n.'d'en'i:
DĖDĖS 	 d'^E:d'E:s
ARKLIŪ 	 a.r.'kl'^iu:
PASIGEDO 	 pas'ig'^e:do:
PIRKO 	 p'i.^r.ko:
KARČIŪ 	 ka.r.'tS'^iu:
PIPIRŪ 	 p'ip'""iru:
MANO 	 m""ano:
DARBELIS 	 da.r.'b'^e:l'is
PATIKO 	 pat'""iko:
UŠTVARE 	 ""uStvar'e
ZEBRAS 	 z'""ebras
LĄKSTO 	 l^a:ksto:
RASA 	 ras""a
PAZIRZĖTI 	 paz'i.r.'z'""E:t'i
GĄLI 	 g^a:l'i
ANT 	 a.^n.t
STOGO 	 st""o:go:
ZYLĖ 	 z'""i:l'E:
TUPI 	 t""up'i
VISUS 	 v'is""us
ANGLAS 	 ""a.N.glas
PASVEIKINO 	 pas'v'""eik'ino:
MIŠKAS 	 m'""iSkas
TANKUS 	 t""a.N.kus
PASIDĄRĖ 	 pas'id^a:r'E:
JONAS 	 j^o:nas
RAGUS 	 rag""us
PASTĄTĖ 	 past^a:t'E:
TĖVAS 	 t'""E:vas
NERAGAUS 	 n'erag^aus
ARBĄTOS 	 a.r.b^a:to:s
MEDŽIUS 	 m'edZ'""ius
VĖTRA 	 v'""E:tra
SUVERTĖ 	 s""uv'e.r.'t'E:
TĖVAS 	 t'""E:vas
AMŽINAI 	 a.m.'Z'in^ai
PAMIRŠTA 	 pam'i.^r.Sta
NORIU 	 n""o:r'iu
TAMSIŪ 	 ta.m.'s'^iu:
KĖDŽIŪ 	 k'E:dZ'^iu:
DAUG 	 d^aug
NEBAMBĖKI 	 n'eba.m.'b'""E:k'i
TĖVAI 	 t'""E:vai
TURBŪT 	 tu.r.b""u:t
UODAS 	 ""uodas
YGĖLĖ 	 i:g'""E:l'E:
MANO 	 m""ano:
PUODAS 	 p""uodas
APVIRTO 	 ap'v'i.^r.to:
GRAŽEI 	 graZ'^ei
SRUOGA 	 sr""uoga
PADAŽYTA 	 padaZ'""i:ta
IŠ 	 ""iS
MAŠINOS 	 ...maS'""ino:s...
GĄRAS 	 g^a:ras
KYLA 	 k'^i:la
GAIDYS 	 gaid'^i:s
GŪŽY 	 g^u:Z'i:
PRISIKIMŠO 	 p'r'is'ik'i.^m.So:
PAMOKYS 	 pam""o:k'i:s
GODŪ 	 g^o:du:
SENY 	 s'^e:n'i:
TĖVAS 	 t'""E:vas
PAGRĄŽINO 	 pagr^a:Z'ino:
STOGĄ 	 st""o:ga:
TĖVAS 	 t'""E:vas
WW 	 ww
ARKLY 	 ""a.r.'kl'i:
PARVEDĖ 	 pa.^r.'v'ed'E:
DIDELĖ 	 d'""id'el'E:
KARTIS 	 k""a.r.'t'is
NULŪŽO 	 nul""u:Zo:
NAUJĄ 	 n^auja:
GARVEŽY 	 g""a.r.'v'eZ'i:
PIRKO 	 p'i.^r.ko:
PETRAS 	 p'^e:tras
DOSNUS 	 do:sn""us
PASIRODĖ 	 pas'ir""o:d'E:
VAIKAS 	 v^aikas
WW 	 ww
NEDORAI 	 n'edo:r^ai
PASIELGĖ 	 pas'""iel'g'E:
PAUKŠTIS 	 p^aukS't'is
LIZDO 	 l'""izdo:
PASIGEDO 	 pas'ig'^e:do:
SŪNUS 	 su:n""us
DOKUMENTUS 	 dOkum'e.n.t""us
PAMIRŠO 	 pam'i.^r.So:
TURBŪT 	 tu.r.b""u:t
ZUIKIS 	 z^uik'is
TUPI 	 t""up'i
DAŽNAI 	 daZn^ai
PAZURZA 	 paz""u.r.za
TĖVAS 	 t'""E:vas
DĖDĖ 	 d'^E:d'E:
ZARASIŠKIS 	 zaras'""iS'k'is
TURBŪT 	 tu.r.b""u:t
PAKVIETĖ 	 p""akv'iet'E:
KANTRŪ 	 ka.^n.tru:
PADĖJĖJĄ 	 pad'E:j""E:ja:
MŪSŪ 	 m""u:su:
GANDRAS 	 ga.^n.dras
IŠSKRIDO 	 iS's'kr'""ido:
GRAŽUS 	 graZ""us
WW 	 ww
AKMUO 	 akm^uo
KĖPSO 	 k'""E:pso:
TAVO 	 t""avo:
KAPAI 	 kap^ai
SUTVARKYTI 	 sutva.r.'k'""i:t'i
MAMA 	 mam""a
KĄSA 	 k^a:sa
PIEVĄ 	 p'""ieva:
DĖDĖS 	 d'^E:d'E:s
VAGA 	 vag""a
KREIVA 	 kr'eiv""a
GREIT 	 gr'^eit
ATVARYS 	 atvar'^i:s
ARKLIUS 	 ""a.r.'kl'ius
MUS 	 m""us
GARŠVA 	 ga.r.Sv""a
SUTIKO 	 sut'""iko:
PELĖDOS 	 p'el'""E:do:s
WW 	 ww
ŪBAUTI 	 ^u:baut'i
NUSTOJO 	 nust""o:jo:
Y 	 ^i:
SNIEGO 	 s'n'^iego:
SŪKURY 	 s^u:kur'i:
PATEKOM 	 pat'^e:ko:m
VIENAS 	 v'""ienas
DŪRIS 	 d^u:r'is
TEKO 	 t'^e:ko:
DAUG 	 d^aug
MIŠKŪ 	 m'iSk^u:
PRARĄDOM 	 prar^a:do:m
SENEU 	 s'en'^eu
GYVENDAVO 	 g'i:v'""e.n.davo:
TRUMPAI 	 tru.m.p^ai
VIENAS 	 v'""ienas
INKSTAS 	 ""i.N.kstas
OPERUOTAS 	 Op'er""uotas
SŪNAUS 	 su:n^aus
RINGAS 	 r'""i.N.gas
NESUŽAVĖJO 	 n'esuZav'""E:jo:
MŪSŪ 	 m""u:su:
PIRTIS 	 p'i.r.'t'""is
UŠKURTA 	 uSku.r.t""a
BUVO 	 b""uvo:
BIRŽELIO 	 b'i.r.'Z'^e:l'io:
PABAIGA 	 pabaig""a
TĖVAS 	 t'""E:vas
IRZLEI 	 i.r.'z'l'^ei
KALBĖJO 	 ka.l.'b'""E:jo:
TURBŪT 	 tu.r.b""u:t
RĖKEU 	 r'E:k'^eu
STIPREI 	 s't'ip'r'^ei
VISKĄ 	 v'""iska:
JIS 	 j""is
APRĖPTI 	 ap'r'""E:p't'i
KETINA 	 k'et'""ina
MATYT 	 mat'""i:t
NERĖKIU 	 n'er'E:k'""iu
GARSEI 	 ga.^r.'s'ei
MOTERIS 	 m""o:t'er'is
AKUŠERĖ 	 ak""uS'er'E:
PASITIKO 	 pas'it'""iko:
GREIT 	 gr'^eit
NĖŠČE 	 n'E:S'tS'""e
TĄPO 	 t^a:po:
TOLIN 	 to:l'^i.n.
ŠUNĖKUS 	 Sun'E:k""us
PAVIJO 	 pav'""ijo:
TETOS 	 t'et^o:s
BRUKNĖ 	 br""ukn'E:
PRAŽYDO 	 praZ'""i:do:
DĖDĖ 	 d'^E:d'E:
KELTĄ 	 k'""e.l.ta:
SUGADINO 	 sugad'""ino:
VAIKĄ 	 v^aika:
GELDAVO 	 g'""e.l.davo:
BITĖS 	 b'""it'E:s
VIENAS 	 v'""ienas
JAPONAS 	 jap""Onas
ATVYKO 	 at'v'^i:ko:
TETA 	 t'et""a
PAJATSUS 	 pajats""us
PASIUVO 	 pas'""iuvo:
MANO 	 m""ano:
KOJA 	 k""o:ja
SUŽEISTA 	 suZ'eist""a
PRADĖS 	 prad'^E:s
WW 	 ww
URKSTI 	 u.^r.'ks't'i
VILKAS 	 v'i.^l.kas
VARLĖ 	 va.r.'l'^E:
KURKE 	 ku.^r.'k'e
GARSEI 	 ga.^r.'s'ei
LABAI 	 lab^ai
GURGE 	 gu.^r.'g'e
PILVAS 	 p'i.^l.vas
VIRTUVĖS 	 v'i.r.t""uv'E:s
NIŠA 	 n'iS""a
TELIKO 	 t'el'""iko:
MERGOS 	 m'e.^r.go:s
JAUNIKIUS 	 jaun'ik'""ius
PAKVIETĖ 	 p""akv'iet'E:
IR 	 i.^r.
TU 	 t""u
KRAUNI 	 kr""aun'i
TURTĄ 	 tu.^r.ta:
TĖVAS 	 t'""E:vas
ROGES 	 ro:g'""es
PATAISĖ 	 pat^ais'E:
NAUJA 	 nauj""a
PARODA 	 paro:d""a
PATIKO 	 pat'""iko:
PETRAS 	 p'^e:tras
MEISTRO 	 m'""eistro:
SULAUKS 	 sul^auks
VISUS 	 v'is""us
ROMANUS 	 rOman""us
PERSKAITĖ 	 p'""e.r.skait'E:
VISUS 	 v'is""us
ALKIS 	 a.^l.'k'is
KANKINA 	 ka.N.'k'""ina
MĄMĄ 	 m^a:ma:
ŠALTIS 	 Sa.^l.'t'is
KREČE 	 kr'^e:tS'e
TĖVO 	 t'""E:vo:
DALGIS 	 da.^l.'g'is
PRAPUOLĖ 	 prap""uol'E:
MĄMAI 	 m^a:mai
ČIOBRELEI 	 tS'io:b'r'^e:l'ei
PATIKO 	 pat'""iko:
DĖDĖ 	 d'^E:d'E:
ŽIOPLYS 	 Z'io:p'l'^i:s
TIKRAS 	 t'""ikras
SENIO 	 s'^e:n'io:
ŠALČIO 	 Sa.^l.'tS'io:
PASYLGOM 	 pas'""i:l.go:m
OBUOLIŪ 	 o:buol'^iu:
SULTYS 	 s""u.l.'t'i:s
ADGAIVINO 	 adgaiv'""ino:
OBELIS 	 o:b'el'""is
ŪGLIUS 	 u:gl'""ius
IŠLEIDO 	 iS'l'""eido:
PILNU 	 p'""i.l.nu
GŪŽIU 	 gu:Z'""iu
PUIKUOJASI 	 puik""uojas'i
WW 	 ww
RENGĖSI 	 r'e.^N.'g'E:s'i
PŪSTU 	 pu:st""u
SIJONU 	 s'ijo:n""u
MAMA 	 mam""a
GRYBŪ 	 gr'^i:bu:
PRIVIRĖ 	 p'r'""iv'ir'E:
ONA 	 o:n""a
BATUS 	 bat""us
PAMETĖ 	 p""am'et'E:
RYT 	 r'""i:t
NEBASI 	 n'ebas'""i
PAREIS 	 par'^eis
MERGAS 	 m'e.r.g""as
BOBA 	 b""o:ba
ŠAUKĖ 	 S^auk'E:
MAMA 	 mam""a
UŠKIMSTA 	 uS'k'""i.m.sta
TANKEI 	 t""a.N.'k'ei
VISADA 	 v'isad""a
GIMDAVO 	 g'""i.m.davo:
SŪNUS 	 su:n""us
VIENAS 	 v'""ienas
DAGYS 	 dag'^i:s
PASILIKO 	 pas'il'""iko:
NIEKAS 	 n'^iekas
NEDARYS 	 n'edar'^i:s
TAIP 	 t^aip
RITOS 	 r'""ito:s
IŠVAIZDA 	 ""iSvaizda
PATIKO 	 pat'""iko:
SENIS 	 s'^e:n'is
ALKSNIU 	 a.l.'ks'n'""iu
PASIPIKTINO 	 pas'ip'""ikt'ino:
VAIKAI 	 vaik^ai
KALTI 	 ka.l.'t'""i
BUVO 	 b""uvo:
SENU 	 s'en""u
DALGIU 	 da.l.'g'""iu
PJAUS 	 p'j^aus
VAIKAI 	 vaik^ai
DUMDAVO 	 d""u.m.davo:
SPARČEI 	 spa.^r.'tS'ei
TETA 	 t'et""a
STUMTŪ 	 st""u.m.tu:
KĖDE 	 k'^E:d'e:
PAPRAŠYK 	 papraS'^i:k
ANTRŪ 	 a.n.tr^u:
KELNIŪ 	 k'""e.l.'n'iu:
LABAI 	 lab^ai
KANTRUS 	 ka.n.tr""us
VAIKAS 	 v^aikas
KARVIŪ 	 k""a.r.'v'iu:
BANDA 	 ba.n.d""a
PASIKLYDO 	 pas'ikl'""i:do:
PRADĖJO 	 prad'""E:jo:
KURSUOTI 	 ku.r.s""uot'i
TROLEIBUSAS 	 trOl'eib""usas
VEŽIMŪ 	 v'eZ'""imu:
GURGUOLĖ 	 gu.r.g^uol'E:
PAJUDĖJO 	 pajud'""E:jo:
DIDELIS 	 d'""id'el'is
KUMPIS 	 ku.^m.'p'is
KĄBO 	 k^a:bo:
JŪROS 	 j""u:ro:s
DUMBLEI 	 du.^m.'b'l'ei
SVEIKA 	 s'v'^eika
DĖDĖS 	 d'^E:d'E:s
WW 	 ww
OŠKA 	 o:Sk""a
PASTIPO 	 pas't'""ipo:
NAUJA 	 nauj""a
STOTELĖ 	 sto:t'^e:l'E:
ATSIRĄDO 	 ats'ir^a:do:
DIDELĖS 	 d'id'el'^E:s
RODYKLĖS 	 ro:d'^i:kl'E:s
REIKE 	 r'^eik'e
PER 	 p'e.^r.
DARŽĄ 	 da.^r.Za:
TĄKO 	 t^a:ko:
PASIGEDO 	 pas'ig'^e:do:
SULIPS 	 sul'""ips
VOKAI 	 vo:k^ai
PADAŽYTI 	 padaZ'""i:t'i
TURBŪT 	 tu.r.b""u:t
APVOKTI 	 apv^o:kt'i
BUVOT 	 b""uvo:t
JONAS 	 j^o:nas
LAIVO 	 l^aivo:
PALAUKS 	 pal^auks
KELMUS 	 k'""e.l.mus
RITAU 	 r'it^au
SUNKEI 	 su.^N.'k'ei
PIRŠTUS 	 p'i.r.St""us
WW 	 ww
APRIŠU 	 ""ap'r'iSu
SKUDURU 	 sk""uduru
VAIKAI 	 vaik^ai
BRESTA 	 b'r'""e:sta
GREITAI 	 gr'^eitai
MĖSOS 	 m'E:s^o:s
IMPORTAS 	 i.m.p""Ortas
PADIDĖJO 	 pad'id'""E:jo:
SUVERSTA 	 s""uv'e.r.sta
ŠIMTAI 	 S'i.m.t^ai
KELMŪ 	 k'e.l.m^u:
VISADA 	 v'isad""a
GIMDAI 	 g'i.m.d^ai
SUNKEI 	 su.^N.'k'ei
NETURI 	 n'etur'""i
TEISĖS 	 t'""eis'E:s
ABGAUDINĖTI 	 abgaud'in'""E:t'i
TETOS 	 t'et^o:s
VEIDAS 	 v'""eidas
IŠTINO 	 iS't'""ino:
PASKUTINĖS 	 paskut'""in'E:s
FĄZĖS 	 f^a:z'E:s
PALAUKSIM 	 pal""auks'i.m.
GALŪNĖS 	 gal""u:n'E:s
FUNKTSIJA 	 f""u.N.'kts'ija
GRAMĄTINĖ 	 gram^a:t'in'E:
BŪRIUS 	 bu:r'""ius
PERFORMUOTI 	 p'""e.r.fOrmuot'i
TURĖS 	 tur'^E:s
ARKLYS 	 a.r.'kl'^i:s
ĖDA 	 ""E:da
ŠIENĄ 	 S'""iena:
TURBŪT 	 tu.r.b""u:t
GĖDA 	 g'""E:da
PASIDĄRĖ 	 pas'id^a:r'E:
DĖDĖ 	 d'^E:d'E:
SĖSTŪ 	 s'""E:stu:
TOLEU 	 to:l'^eu
VAIKAS 	 v^aikas
LIPŠNUS 	 l'ipSn""us
PASIDĄRĖ 	 pas'id^a:r'E:
IR 	 i.^r.
AŠ 	 ""aS
NELIKAU 	 n'el'ik^au
TEN 	 t'e.^n.
LIKO 	 l'""iko:
ŠEŠI 	 S'eS'""i
PARŠAI 	 pa.^r.Sai
NORI 	 n""o:r'i
PAŠIEPTI 	 paS'^iep't'i
TĖVUS 	 t'E:v""us
VIENA 	 v'ien""a
ŠIUKŠLĖ 	 S'""iukS'l'E:
TELIKO 	 t'el'""iko:
MAŠINOS 	 maS'""ino:s
VĖŽĖ 	 v'E:Z'^E:
PLATI 	 plat'""i
TĖVAS 	 t'""E:vas
PAVĖŽĖS 	 pav'E:Z'^E:s
TAVE 	 tav'""e
TIK 	 t'""ik
VIENA 	 v'ien""a
GELSVĖ 	 g'e.^l.'s'v'E:
PRAŽYDO 	 praZ'""i:do:
IŠAUŠ 	 iS^auS
ANKSTUS 	 a.N.kst""us
RYTAS 	 r'""i:tas
VANDENS 	 va.n.'d'e.^n.s
BANGA 	 ba.N.g""a
PASIGĄVO 	 pas'ig^a:vo:
NAME 	 nam'""e
TVANKU 	 tva.N.k""u
PASIDĄRĖ 	 pas'id^a:r'E:
ILGAI 	 i.l.g^ai
TIRPO 	 t'i.^r.po:
SNIEGAS 	 s'n'^iegas
TĖVO 	 t'""E:vo:
DIRŽAS 	 d'i.^r.Zas
KĄBO 	 k^a:bo:
PASITIKS 	 pas'it'""iks
IRZLŪ 	 i.^r.zlu:
TĖVĄ 	 t'""E:va:
VAIKUS 	 vaik""us
AISTRA 	 aistr""a
PRAŽUDĖ 	 praZ""ud'E:
GARSEI 	 ga.^r.'s'ei
SKAITAU 	 skait^au
KNYGĄ 	 kn'^i:ga:
GLEŽNI 	 gl'eZ'n'""i
DAIGAI 	 daig^ai
SUDYGO 	 sud'""i:go:
ILGAI 	 i.l.g^ai
TAIKAI 	 t""aikai
KAIMYNUS 	 kaim'""i:nus
DIDELIS 	 d'""id'el'is
ĄŽUOLAS 	 ""a:Zuolas
AUGA 	 ""auga
NENORIU 	 n'en""o:r'iu
PRAKĄSTO 	 prak""a:sto:
POMIDORO 	 pOm'id""Oro:
JONAS 	 j^o:nas
ĄSILAS 	 ^a:s'ilas
TIKRAS 	 t'""ikras
KAIMYNO 	 kaim'""i:no:
KĄPAS 	 k^a:pas
APLEISTAS 	 ap'l'""eistas
ŠEIMOS 	 S'eim^o:s
BĄDAS 	 b^a:das
LAUKE 	 l""auk'e
PETRAS 	 p'^e:tras
EIGULY 	 ^eigul'i:
SUTIKO 	 sut'""iko:
MAMA 	 mam""a
PAKEIČE 	 pak'^eitS'e
PUODUS 	 p""uodus
PYRĄGO 	 p'i:r^a:go:
GEIDĖ 	 g'^eid'E:
ŠIRDIS 	 S'i.r.'d'""is
TĖVAS 	 t'""E:vas
DĄRO 	 d^a:ro:
TVARKĄ 	 tva.^r.ka:
PRĄNAS 	 pr^a:nas
DOVANĄ 	 d""o:vana:
PAMETĖ 	 p""am'et'E:
VIRBALAIS 	 v'i.r.bal^ais
IŽDŪRĖ 	 iZd""u:r'E:
SKYLES 	 s'k'i:l'""es
DĖDĖS 	 d'^E:d'E:s
ADVOKĄTAS 	 advOk^a:tas
PARGRYŽO 	 pa.r.'gr'^i:Zo:
DĖDĖS 	 d'^E:d'E:s
MEDY 	 m'^e:d'i:
PJAUS 	 p'j^aus
KARVĖS 	 k""a.r.'v'E:s
MYKTI 	 m'^i:kt'i
PRADĖJO 	 prad'""E:jo:
TIKRAS 	 t'""ikras
MURMEKLIS 	 mu.r.'m'^e:kl'is
TĖVAS 	 t'""E:vas
MOKĖSI 	 m""o:k'E:s'i
PINTI 	 p'""i.n.'t'i
KREPŠY 	 kr'^e:p'S'i:
EITŪ 	 ^eitu:
ŽINDYTI 	 Z'""i.n.'d'i:t'i
VERŠIŪ 	 v'e.^r.'S'iu:
TROBOS 	 tro:b^o:s
VIDUS 	 v'id""us
PRĄSTAS 	 pr^a:stas
PETRAS 	 p'^e:tras
AVIDES 	 av'id'""es
TVARKO 	 tva.^r.ko:
DĖDĖS 	 d'^E:d'E:s
INTUITSIJA 	 i.n.tu""its'ija
PRASTA 	 prast""a
PIRKO 	 p'i.^r.ko:
PINTŪ 	 p'i.n.t^u:
KREPŠIŪ 	 kr'ep'S'^iu:
PRADĖJO 	 prad'""E:jo:
TIMPČIOTI 	 t'""i.m.'p'tS'io:t'i
LŪPAS 	 l""u:pas
SENIS 	 s'^e:n'is
LĖTAS 	 l'^E:tas
TURBŪT 	 tu.r.b""u:t
GALĖS 	 gal'^E:s
PERGULĖTI 	 p'""e.r.gul'E:t'i
TVARTE 	 tv""a.r.'t'e
GREIT 	 gr'^eit
SAULĖ 	 s""aul'E:
PATEKĖS 	 pat'ek'^E:s
MANO 	 m""ano:
BANDYMAS 	 ba.^n.'d'i:mas
PAVYKO 	 pav'^i:ko:
UŠKALBINO 	 uSk""a.l.'b'ino:
BEDANTE 	 b'eda.^n.'t'e:
SENE 	 s'^e:n'e:
TĖVAS 	 t'""E:vas
REPLES 	 r'ep'l'""es
PALIKO 	 pal'""iko:
NESIDŽEUK 	 n'es'idZ'^euk
NERETU 	 n'er'et""u
SVEČIU 	 s'v'etS'""iu
RŪTA 	 ru:t""a
DĄKTARE 	 d^a:ktar'e
TĄPO 	 t^a:po:
RUSIJOS 	 r""us'ijo:s
AMBASADA 	 a.m.basad""a
PATIKO 	 pat'""iko:
MIŠKE 	 m'iS'k'""e
TAMSU 	 ta.m.s""u
BUVO 	 b""uvo:
TURBŪT 	 tu.r.b""u:t
RAMBUS 	 ra.m.b""us
ARKLYS 	 a.r.'kl'^i:s
VISUS 	 v'is""us
WW 	 ww
ELGETA 	 e.^l.'g'eta
PASITIKO 	 pas'it'""iko:
MANO 	 m""ano:
KELTIS 	 k'e.^l.'t'is
SUŽEISTAS 	 s""uZ'eistas
KAŠKOKE 	 kaSk""o:k'e:
BELGE 	 b'e.^l.'g'e:
PASIKVIETĖ 	 pas'""ikv'iet'E:
TETOS 	 t'et^o:s
BOTĄGAS 	 bo:t^a:gas
PATIKO 	 pat'""iko:
GALBŪT 	 ga.l.b""u:t
SUBOBĖS 	 subo:b'^E:s
PETRAS 	 p'^e:tras
JONAS 	 j^o:nas
DARBO 	 d""a.r.bo:
TIKISI 	 t'""ik'is'i
PETRAS 	 p'^e:tras
BOGEMA 	 bOG'em""a
DOMISI 	 d^o:m'is'i
DĖDĖ 	 d'^E:d'E:
TETĄ 	 t'^e:ta:
PARVEDĖ 	 pa.^r.'v'ed'E:
TĖVUS 	 t'E:v""us
IŠTIKO 	 iS't'""iko:
ŠOKAS 	 S""Okas
KNYGĄ 	 kn'^i:ga:
TĖVAS 	 t'""E:vas
ATNEŠĖ 	 ""at'n'eS'E:
ILGAI 	 i.l.g^ai
SEKEU 	 s'ek'^eu
PASKUI 	 pask^ui
GREITAI 	 gr'^eitai
PASKLIDO 	 pas'kl'""ido:
KVĄPAS 	 kv^a:pas
TĖVAI 	 t'E:v^ai
SYKIU 	 s'i:k'""iu
PARĖJO 	 par'^E:jo:
VIENA 	 v'ien""a
PLUNKSNA 	 pl""u.N.ksna
TELIKO 	 t'el'""iko:
ŽVĄKĖS 	 Zv^a:k'E:s
DEGA 	 d'^e:ga
SILPNAI 	 s'i.l.pn^ai
ŠITAS 	 S'""itas
DYDIS 	 d'^i:d'is
TIKO 	 t'""iko:
VAIKAS 	 v^aikas
DĖŽE 	 d'^E:Z'e:
PAKĖLĖ 	 pak'""E:l'E:
RASOS 	 ras^o:s
WW 	 ww
ĄDRESAS 	 ^a:d'r'esas
PASIKEITĖ 	 pas'""ik'eit'E:
ŠUNS 	 Su.^n.s
AUKA 	 auk""a
PASPRUKO 	 paspr""uko:
SUAUŠO 	 su""auSo:
TAUKAI 	 tauk^ai
PALIKTI 	 pal'ikt'""i
GARSEI 	 ga.^r.'s'ei
DAUŽAI 	 dauZ^ai
KIBIRUS 	 k'""ib'irus
ILGAI 	 i.l.g^ai
TAIKAU 	 t""aikau
SIŪLĄ 	 s'""iu:la:
KEISTAS 	 k'^eistas
AGURKAS 	 agu.^r.kas
IŠAUGO 	 iS""augo:
PASIDARYS 	 pas'idar'^i:s
VISUR 	 v'isu.^r.
TAMSU 	 ta.m.s""u
SENEU 	 s'en'^eu
SENTIKEI 	 s'""e.n.'t'ik'ei
GYVENE 	 g'i:v'^e:n'e:
APRANGOS 	 apra.N.g^o:s
MADA 	 mad""a
PASIKEITĖ 	 pas'""ik'eit'E:
PETRAS 	 p'^e:tras
WW 	 ww
GAMAKU 	 Gamak""u
PUIKUOJASI 	 puik""uojas'i
PIRMININKAS 	 p'""i.r.'m'in'i.N.kas
MĄŽUMA 	 m^a:Zuma
PIKTINASI 	 p'""ikt'inas'i
MAŽASIS 	 maZ""as'is
DZINGULIS 	 dz'i.N.g""ul'is
PRASKILO 	 pras'k'""ilo:
VIENAS 	 v'""ienas
PARDZIMBINTI 	 pa.r.'dz'i.^m.'b'i.n.'t'i
TURĖS 	 tur'^E:s
EŽERAS 	 ^e:Z'eras
AKTI 	 ""akt'i
PRADĖJO 	 prad'""E:jo:
LAŠAI 	 laS^ai
KAPSI 	 k""ap's'i
TYLEI 	 t'^i:l'ei
VIENA 	 v'ien""a
KASA 	 kas""a
SUPINTA 	 sup'i.n.t""a
TĖVAS 	 t'""E:vas
RAZDAVO 	 r""azdavo:
TĄKĄ 	 t^a:ka:
GREIT 	 gr'^eit
APSISEUSKI 	 ap's'is'^eus'k'i
APSEUSTU 	 ap's'eust""u
TĖVĄ 	 t'""E:va:
SEUBAS 	 s'^eubas
APĖMĖ 	 ""ap'E:m'E:
VAIKAS 	 v^aikas
RUNKTIS 	 r""u.N.'kt'is
NORĖJO 	 no:r'""E:jo:
VANDENS 	 va.n.'d'e.^n.s
GERTI 	 g'""e.r.'t'i
TURĖS 	 tur'^E:s
ARKLYS 	 a.r.'kl'^i:s
GYVAS 	 g'""i:vas
PASILIKO 	 pas'il'""iko:
DĖDĖS 	 d'^E:d'E:s
GĖRĖ 	 g'""E:r'E:
TRAUKTINE 	 traukt'""in'e:
TETOS 	 t'et^o:s
ALGA 	 a.l.g""a
PRADINGO 	 prad'i.^N.go:
NORI 	 n""o:r'i
ŠALTŪ 	 Sa.l.t^u:
PYRĄGŪ 	 p'i:r^a:gu:
MAMA 	 mam""a
BALDUS 	 ba.l.d""us
TVARKO 	 tva.^r.ko:
DĖDĖS 	 d'^E:d'E:s
YTAKA 	 ""i:taka
PRASTA 	 prast""a
PATIKO 	 pat'""iko:
SKYSTAS 	 s'k'""i:stas
VALGIS 	 va.^l.'g'is
GREIT 	 gr'^eit
IŽDYGO 	 iZ'd'""i:go:
PIKŽOLĖS 	 p'""ikZo:l'E:s
TĖVAS 	 t'""E:vas
